5.06577649,3.65613945,-7.03378924 -1.48452595,-8.24966319,2.59425194
-14.50552696,1.40732224,-15.42539883 0.03741717,-16.36522673,0.77955795
3.60283454,5.28036699,-6.23184861 -8.11914349,-1.56802977,2.10922056
-8.13956943,2.59810751,-0.9451296 3.59752897,-7.10238238,4.28428207
-7.34546024,4.4936137,3.63349572 2.74237583,-1.09434206,-8.21212655
3.51111598,5.51032984,-6.64517275 -7.95775981,-1.8086699,2.43854214
2.73496992,-7.6713089,3.55939743 0.05480095,2.9914016,-8.1313279
2.62551719,-1.23817099,-8.17926444 -7.12348216,4.70454536,3.61931969
-14.14315361,4.23532881,2.59583844 3.67283074,-14.0604852,0.17181606
-0.14090894,0.91779515,-16.37523157 -14.26770994,-15.59679002,1.4179551
-0.77177745,2.76067173,-8.25672645 4.0260057,-7.39169343,3.65242524
1.37058444,-8.53806561,-16.36421573 -16.330723,-6.52749315,1.41161094
-7.27996355,3.5857696,4.08721035 2.70159907,-8.12215907,-0.81672376
-9.70004976,-0.68703757,3.48859874 4.23182761,3.93916432,-9.46795412
-8.17166869,-0.8537652,2.70385042 3.6112702,4.14484874,-7.28786527
-7.29048396,4.24476508,3.67140848 2.7012946,-0.91735274,-8.28928821
1.35652985,-16.40271199,-10.88989077 -16.31922759,1.49100988,-3.43669251
2.87412752,-8.21454626,-0.45121186 -7.56404603,3.6236321,3.53674701
-8.00735461,-0.93016457,2.67397923 3.52903688,4.24326708,-7.21676548
-0.85154412,-8.21668342,2.71109388 4.14406679,3.63390431,-7.30389234
3.60911535,-7.75320631,2.56051923 -8.24659009,3.05086461,0.16578535
3.65230221,-7.16363282,4.3857458 -8.24758356,2.63143472,-1.01235713
-7.4717319,3.84168702,3.65082782 2.80940151,-0.64927727,-8.25862042
-8.16794909,0.94518212,3.34676153 3.47616753,1.4504842,-8.05945524
3.57339678,-6.15953389,5.40614726 -8.05887438,2.08377896,-1.65838905
-0.89881581,2.53453589,-8.30488783 4.23981658,-7.01529958,3.68173629
-1.2254622,2.62296413,-8.22146639 4.69012527,-7.12492857,3.64066543
5.07490982,-6.88861603,3.56841604 -1.4999231,2.52434233,-8.07406601
2.38860157,-8.13506847,-1.51884967 -6.66909026,3.60261192,5.13148806
4.07525172,-11.73968061,0.88982072 -11.70866437,4.23520126,1.55380272
-16.33789916,1.42679558,-9.18794754 1.38715877,-16.3836902,-4.91467201
1.4036905,-16.39199645,-8.82377876 -16.36238781,1.44225023,-4.99469938
-16.35128445,-2.58592535,1.48262798 1.39201089,-11.71557913,-16.35553172
2.86632383,-8.26133916,-0.44988699 -7.5526514,3.64722572,3.53692507
2.53595947,-1.36084691,-8.24213905 -6.95739708,4.89408363,3.6532073
-1.07072278,-8.256206,2.64009895 4.4693761,3.65700027,-7.17431437
1.41867629,-15.31774179,-14.67100965 -16.37591617,0.69596244,0.19571743
3.49200144,-6.90062317,5.352696 -7.92647755,2.57504565,-1.71174892
2.67449204,-0.88972543,-8.22287022 -7.24089222,4.20281216,3.63797024
-6.68423866,5.48816095,3.56267775 2.44581309,-1.78136624,-8.05909466
-8.23312305,-1.20373311,2.56831605 3.64737479,4.66563139,-7.03620835
1.41919238,-7.03311788,-16.37729796 -16.37796324,-5.54292863,1.42014748
2.36568315,-8.02106607,-1.95090461 -6.49841959,3.54550102,5.74353791
-1.51260777,-8.12723049,2.52514523 5.09992655,3.59546806,-6.89490013
1.40821029,-7.11093065,-16.34184599 -16.36467938,-7.28038382,1.38311804
2.78049431,-11.58010238,4.33991686 0.05041259,3.8028623,-11.50577806
-4.46815178,-4.96467401,-1.53106726 9.03604812,10.03008269,0.5552156
-16.38610901,0.56657602,0.29016536 1.42951252,-15.16906459,-14.80939128
4.47346285,3.68524681,-7.40340158 -1.0763723,-8.315663,2.76951811
5.81931302,-6.36646228,3.55104792 -1.99080306,2.28989157,-8.02700728
4.03364666,-7.22289109,3.62858464 -0.7736234,2.66353749,-8.20686622
1.41960869,-12.7274626,-16.19877462 -16.37668338,-1.75608197,1.39716787
-6.97521473,4.31983488,3.59287542 2.522349,-0.96337802,-8.12753016
